API_Url	Response time with 1 users (Seconds)	Status Code with 1 users	No of records per user	Data Transferred per User	Timestamp
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_METRIC?$count=true&$filter=LICENSE_METRIC2 eq 'Internal'&$top=10	2.66599988937	200	0	0.0001201171875MB	2017-06-14 19:05:37.623000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_METRIC?$count=true&$filter=LICENSE_METRIC2 eq 'Requestor'&$top=10	2.31900000572	200	1	0.000451171875MB	2017-06-14 19:05:39.943000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_METRIC?$count=true&$filter=LICENSE_METRIC2 eq 'Response'&$top=10	2.55399990082	200	1	0.0004501953125MB	2017-06-14 19:05:42.498000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_METRIC?$count=true&$filter=LICENSE_METRIC2 eq 'Concurrent%2C%20Area'&$top=10	1.03099989891	200	1	0.0004541015625MB	2017-06-14 19:05:43.531000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_METRIC?$count=true&$filter=LICENSE_METRIC2 eq 'Eligible%20Participant'&$top=10	2.7460000515	200	1	0.0004794921875MB	2017-06-14 19:05:46.278000
http://vm195w/bdna-api/odata/MATCH_SW_RECENTLY_USED_APPS?$count=true&$top=10	3.31299996376	200	10	0.007591796875MB	2017-06-14 19:05:49.593000
http://vm195w/bdna-api/odata/MATCH_SOFTWARE?$count=true&$top=10	2.53999996185	200	0	0.000115234375MB	2017-06-14 19:05:52.134000
http://vm195w/bdna-api/odata/CAT_SW_LIC_RELEASE?$count=true&$top=10	55.9059998989	200	10	0.0188095703125MB	2017-06-14 19:06:48.041000
http://vm195w/bdna-api/odata/CAT_SW_LIC_RELEASE?$count=true&$expand=CAT_SW_PRODUCT&$top=10	108.488999844	200	10	0.024521484375MB	2017-06-14 19:08:36.531000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_RELEASE?$count=true&$top=10	3.02999997139	200	10	0.0188115234375MB	2017-06-14 19:08:39.562000
http://vm195w/bdna-api/odata/CAT_T_SW_LIC_RELEASE?$count=true&$expand=CAT_T_SW_PRODUCT&$top=10	2.98900008202	200	10	0.02454296875MB	2017-06-14 19:08:42.552000
http://vm195w/bdna-api/odata/CAT_FDA_RECALL?$count=true&$top=10	2.68799996376	200	0	0.000115234375MB	2017-06-14 19:08:45.241000
http://vm195w/bdna-api/odata/CAT_FDA_RECALL?$count=true&$select=CAT_FDA_RECALL_ID,FDA_RECALL_EVENT_ID,FDA_RECALL_NUMBER,FDA_RECALL_POSTED_DATE,FDA_RECALL_CLASS,REASON_FOR_RECALL&$top=10	2.21999979019	200	0	0.0002275390625MB	2017-06-14 19:08:47.462000
http://vm195w/bdna-api/odata/CAT_FDA_RECALL?$count=true&$filter=FDA_RECALL_CLASS eq 'Class%202'&$top=10	2.70000004768	200	0	0.000115234375MB	2017-06-14 19:08:54.032000
http://vm195w/bdna-api/odata/CAT_FDA_RECALL?$count=true&$filter=FDA_RECALL_CLASS eq 'Class%201'&$top=10	2.71799993515	200	0	0.000115234375MB	2017-06-14 19:08:56.751000
http://vm195w/bdna-api/odata/CAT_FDA_RECALL?$count=true&$filter=FDA_RECALL_CLASS eq 'Class%203'&$top=10	2.70999979973	200	0	0.000115234375MB	2017-06-14 19:08:59.462000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$top=10	3.16100001335	200	10	0.005029296875MB	2017-06-14 19:09:02.624000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$expand=CAT_T_HW_PRODUCT,CAT_T_HW_MODEL,CAT_T_MANUFACTURER&$top=10	2.84800004959	200	10	0.025544921875MB	2017-06-14 19:09:05.473000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'TMCAT17%20Series%20TMCAT17216'&$top=10	2.81299996376	200	1	0.0006181640625MB	2017-06-14 19:09:11.157000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Secure%20Access%20SSL%20VPN%20Appliance%20SA%202500'&$top=10	2.49799990654	200	1	0.0006328125MB	2017-06-14 19:09:13.656000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Sourcefire%20Series%203%208000%20Series%203D8260'&$top=10	1.74899983406	200	1	0.0006279296875MB	2017-06-14 19:09:15.406000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'A-MSR20-1x%20Series%20Fixed%20Port%20Ethernet%20Router%20A-MSR20-12'&$top=10	1.58699989319	200	2	0.0011943359375MB	2017-06-14 19:09:16.994000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'FastIron%20CX%20Series%20switch%20648S-HPOE'&$top=10	2.52100014687	200	1	0.0006396484375MB	2017-06-14 19:09:19.516000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq '2800%20Series%20Integrated%20Services%20Router%202821'&$top=10	0.696000099182	200	1	0.000626953125MB	2017-06-14 19:09:20.213000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Multifunction%20Laser%20Printer%20%28Networked%29%20MX812dfe'&$top=10	2.62599992752	200	1	0.000642578125MB	2017-06-14 19:09:22.840000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'LCD%20Monitor%20PQ1710M'&$top=10	2.59200000763	200	1	0.000609375MB	2017-06-14 19:09:25.433000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Inspiron%20%28Notebook%29%207746%20%2817%29'&$top=10	1.76900005341	200	1	0.000607421875MB	2017-06-14 19:09:27.203000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'IP%20Phone%205312'&$top=10	2.01999998093	200	1	0.0006025390625MB	2017-06-14 19:09:29.224000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Wyse%20D%20Class%20Thin%20Client%20D10D'&$top=10	2.75800013542	200	1	0.0006083984375MB	2017-06-14 19:09:31.983000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'LV%20Series%20LCD%20Projector%20LV-8320'&$top=10	2.23900008202	200	1	0.0006103515625MB	2017-06-14 19:09:34.224000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'iPad%20mini%203%20Wifi%20%28128GB%29%20MGYK2LL%2FA'&$top=10	2.51800012589	200	1	0.0006142578125MB	2017-06-14 19:09:36.743000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Color%20LaserJet%20Enterprise%20MFP%20M680%20Series%20M680z'&$top=10	0.990999937057	200	2	0.0011552734375MB	2017-06-14 19:09:37.735000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq '105SL%20105SL'&$top=10	2.12199997902	200	1	0.00060546875MB	2017-06-14 19:09:39.858000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Zero%20Client%20C7424'&$top=10	1.76600003242	200	1	0.0006142578125MB	2017-06-14 19:09:41.625000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Nitro%20Intrusion%20Prevention%20System%20%28IPS%29%203450'&$top=10	2.79600000381	200	1	0.000626953125MB	2017-06-14 19:09:44.422000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'ProLiant%20DL380%20G4%20Server%20371224-B21'&$top=10	2.01799988747	200	2	0.001154296875MB	2017-06-14 19:09:46.441000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'MacBook%20Pro%20MacBookPro10%2C1'&$top=10	2.03500008583	200	1	0.0006064453125MB	2017-06-14 19:09:48.477000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'SMARTRACK%20Series%20SRWF5U'&$top=10	2.03700017929	200	1	0.000611328125MB	2017-06-14 19:09:50.515000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'WorkCentre%204260%204260%2FX'&$top=10	1.63999986649	200	1	0.0006005859375MB	2017-06-14 19:09:52.156000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Stylistic%20Q702'&$top=10	2.28699994087	200	1	0.000595703125MB	2017-06-14 19:09:54.444000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'High-Speed%20WAN%20Interface%20Card%20HWIC-1FE'&$top=10	2.81599998474	200	1	0.0006259765625MB	2017-06-14 19:09:57.260000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Notebook%20V100'&$top=10	2.74100017548	200	1	0.0006083984375MB	2017-06-14 19:10:00.002000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'MultiSync%20%28LCD%29%20V552'&$top=10	2.26200008392	200	1	0.000599609375MB	2017-06-14 19:10:02.265000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'BigIron%20RX%20Series%20Switch%20RX-16'&$top=10	1.32699990273	200	1	0.000634765625MB	2017-06-14 19:10:03.593000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Color%20Laser%20Printer%20%28Networked%29%20CLP-770ND'&$top=10	2.3630001545	200	1	0.0006279296875MB	2017-06-14 19:10:05.956000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Dominion%20KX%20Series'&$top=10	2.71399998665	200	1	0.00060546875MB	2017-06-14 19:10:08.671000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'LED%20Monitor%20S24C350HL'&$top=10	2.29600000381	200	1	0.000611328125MB	2017-06-14 19:10:10.968000
http://vm195w/bdna-api/odata/CAT_T_HW_LIC_PRODUCT?$count=true&$filter=LIC_PRODUCT eq 'Nexus%207000%20Series%20Switch%207004'&$top=10	2.31199979782	200	2	0.001111328125MB	2017-06-14 19:10:13.281000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'GenomeStudio%20Protein%20Analysis%20%28PT%29%20Module'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	3.71199989319	200	1	0.0010322265625MB	2017-06-14 19:10:28.698000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Recovery%20for%20Calc'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.79300022125	200	1	0.000955078125MB	2017-06-14 19:10:31.492000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Java%20System%20Web%20Server%20PHP%20Add-On'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.6740000248	200	1	0.0010009765625MB	2017-06-14 19:10:34.167000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'PowerPack'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.47000002861	200	5	0.0044013671875MB	2017-06-14 19:10:36.638000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'JDeveloper'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.89999985695	200	1	0.001029296875MB	2017-06-14 19:10:39.540000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Application%20Server%20Web%20Cache'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	3.38900017738	200	1	0.0010966796875MB	2017-06-14 19:10:42.930000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'DumpEvt'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.34400010109	200	1	0.001044921875MB	2017-06-14 19:10:45.275000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'ModelRight%20for%20MySQL'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.27900004387	200	1	0.0010859375MB	2017-06-14 19:10:47.555000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'TwoNav'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.97399997711	200	1	0.0010888671875MB	2017-06-14 19:10:49.530000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'eInsight%20Business%20Process%20Manager'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.74100017548	200	2	0.002029296875MB	2017-06-14 19:10:52.272000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'MP2%20Access'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.53099989891	200	2	0.0019365234375MB	2017-06-14 19:10:54.804000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Wild%20Media%20Server%20%28UPnP%2C%20DLNA%2C%20HTTP%29'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	4.35299992561	200	1	0.0009599609375MB	2017-06-14 19:10:59.158000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'CallGuide%20Agent'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.77900004387	200	1	0.00110546875MB	2017-06-14 19:11:00.938000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'RasterStitch'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.17900013924	200	1	0.0009990234375MB	2017-06-14 19:11:03.118000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'iPhone%20Transfer'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	3.16700005531	200	8	0.0064482421875MB	2017-06-14 19:11:06.286000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'ScrobblePod'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.6890001297	200	1	0.00095703125MB	2017-06-14 19:11:08.976000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Tomcat%20JULI'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.08800005913	200	1	0.001052734375MB	2017-06-14 19:11:10.065000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Integrated%20Management'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.65799999237	200	3	0.00272265625MB	2017-06-14 19:11:12.724000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'ImageMixer'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.29600000381	200	1	0.0010068359375MB	2017-06-14 19:11:15.021000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'SecureZIP'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.59099984169	200	1	0.001095703125MB	2017-06-14 19:11:17.613000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'SQL%20Server%202000%20Best%20Practices%20Analyzer'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.8109998703	200	1	0.0010673828125MB	2017-06-14 19:11:19.425000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Business%20Modeler%20Publishing%20Server'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.01099991798	200	1	0.0010224609375MB	2017-06-14 19:11:21.437000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Aion%20Business%20Rules%20Expert%20%28BRE%29'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.16799998283	200	1	0.001119140625MB	2017-06-14 19:11:23.606000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'V-Ray%20for%20Rhino'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.56999993324	200	1	0.000970703125MB	2017-06-14 19:11:25.177000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Image%20Analyzer'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.39199995995	200	1	0.001017578125MB	2017-06-14 19:11:27.570000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'JD%20Edwards%20OneWorld'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.57899999619	200	1	0.0010283203125MB	2017-06-14 19:11:30.150000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'ALM%20Microsoft%20Word%20Add-in'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	3.95199990273	200	2	0.00180078125MB	2017-06-14 19:11:34.103000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'QuarkXPress'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	3.87699985504	200	1	0.0010693359375MB	2017-06-14 19:11:37.981000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'LANTIS'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.47499990463	200	1	0.0009765625MB	2017-06-14 19:11:40.457000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Simple%20Last.fm%20Scrobbler%20%28SLS%29'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.23399996758	200	1	0.0010087890625MB	2017-06-14 19:11:41.692000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Hue'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.51799988747	200	1	0.0010224609375MB	2017-06-14 19:11:44.211000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'FLV%20to%20MPEG%20Converter'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.54000020027	200	2	0.0018427734375MB	2017-06-14 19:11:46.752000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Performance%20Tuning%20Utility%28PTU%29'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.56900000572	200	1	0.000998046875MB	2017-06-14 19:11:49.322000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'EasyQuickBooks'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.06900000572	200	1	0.001037109375MB	2017-06-14 19:11:51.392000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'PDF%20Image%20Extraction%20Wizard'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.01000022888	200	1	0.001099609375MB	2017-06-14 19:11:53.403000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'MagicRotation'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.11400008202	200	1	0.0009619140625MB	2017-06-14 19:11:55.519000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Adoption%20Readiness%20Tool%20for%20Blueprint%20for%20Service%20Manager'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.73500013351	200	2	0.002017578125MB	2017-06-14 19:11:58.255000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'CutePDF%20Form%20SDK'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.77499985695	200	0	0.0002255859375MB	2017-06-14 19:12:01.030000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Media%20Encoder'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.69500017166	200	2	0.0018046875MB	2017-06-14 19:12:02.726000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'CloneMaster'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.0119998455	200	1	0.0010185546875MB	2017-06-14 19:12:04.738000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Exscalibar'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	2.06200003624	200	1	0.0009833984375MB	2017-06-14 19:12:06.801000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'Signa'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.40899991989	200	1	0.0010068359375MB	2017-06-14 19:12:08.211000
http://vm195w/bdna-api/odata/CAT_T_SW_PRODUCT?$count=true&$filter=SOFTWARE eq 'MICS%20Resource%20Management%20Q%26R%20Workstation%20Option'&$select=CAT_SW_PRODUCT_ID,SOFTWARE,CREATE_DATE&$expand=CAT_T_TAXONOMY2012,CAT_T_MANUFACTURER($select=MANUFACTURER)&$top=10	1.83200001717	200	1	0.001080078125MB	2017-06-14 19:12:10.044000
